,budget,duration,id,job_type,skills,snippet,title,workload,country,feedback,jobs_posted,past_hires,payment_verification_status,reviews_count
234,0.0,Less than 1 month,~0157e00ed283d9f1a0,Hourly,"['business-analysis', 'data-analysis']","Hi,We are an Australia based startup wanting to setup a business dashboard in order to help us analyse the health of our business and keep a track of our numbers.We are looking at Klipfolio but are open to any other suggestions in terms of a better platform.Ideally, we'd like to monitor our marketing, sales and financial data.We are a startup with not too much data to start with. We just need the dashboard to be setup from day 1!We will also need some data analysis to be done from time to time after the launch.",KLIPFOLIO expert needed!,Less than 10 hrs/week,Australia,0.0,14,5,VERIFIED,0
235,300.0,,~01826420d0f475b3c5,Fixed,"['google-spreadsheet', 'microsoft-excel-powerpivot']","I need someone who has knowledge in Google Spreadsheet or Excel to modify a database and create a nice dashboard for excellent reporting. The database in CSV format, you will need to be able to extract and manipulate the data for dashboard and reporting in Google Spreadsheet or Excel Dashboard. The job may also involve some complex formula and macro.Freelancers are welcome to submit proposals, and please attach 2 samples of your previous work for me to evaluate your proposals.",Google Spreadsheet / Excel Dashboard,30+ hrs/week,Malaysia,0.0,2,1,VERIFIED,0
236,200.0,,~012527e3959b541604,Fixed,['mongodb'],"I am looking for Mongodb expert who will be re-desiging existing queries or designing  new query for a geospatial based application. Your primary tasks :1.  To develop fast/efficient queries and data model for geo search. I will explain it details when we speak on skype.2. To develop fast/efficient queries and data model for storing peer2peer chat history. contact me on Skype :skype id : You must consider :  1. Performance of the server and client side code (jquery/javascript) 2. Security of the code and private messages. We have to make sure maximum security.  3. The good data model for MongoDB. Please do not apply if you :0. DO not have better understating of NoSQL and mongodb.1. DO not have sense of efficient queries.When you apply please :1. submit your idea of implementation.2. tell me the little bit of your experience.3. tell another interesting idea about the project if you haveNB : It's an ongoing project based in the USA, So if you perform very well we will hire you for a long time.",Looking for a MongoDB expert,30+ hrs/week,United States,5.0,13,7,VERIFIED,4
237,15.0,,~0103cd4884ce9c9298,Fixed,"['data-entry', 'data-mining', 'data-scraping', 'internet-research', 'microsoft-excel', 'web-scraping']",Need a data miner to grab local Crossfit gyms name location phone number email owners email owners name Facebook address etc. Google doc sheet will be provided. All work will be reviewed and need to make sure the gym had a good quality promotional video. Also location needs to be in MD VA DC PA area. ,Webscraper needed,30+ hrs/week,United States,4.9888059701,17,13,VERIFIED,7
238,0.0,Less than 1 week,~016e87073a21607828,Hourly,[],"I need a quick survey (10 working hours) on ecommerce websites in Bangladesh to map different delivery methods.The purpose is to go to the major online retailers (ideally 20-30 websites, representing 60-80% ecommerce in India) and map different methods of delivery (express 1 day, same day, 5 days, etc) and the incentives and additional costs for such deliveries.I need a brief description of the policies for each site (3 lines) and a histogram with number of retailers offering each type of policy.",quick research Bangladesh websites (ecommerce),10-30 hrs/week,United States,5.0,25,14,VERIFIED,13
239,0.0,Less than 1 week,~0146f84b16490eb2ae,Hourly,[],"I need a quick survey (10 working hours) on ecommerce websites in Sri Lanka to map different delivery methods.The purpose is to go to the major online retailers (ideally 20-30 websites, representing 60-80% ecommerce in India) and map different methods of delivery (express 1 day, same day, 5 days, etc) and the incentives and additional costs for such deliveries.I need a brief description of the policies for each site (3 lines) and a histogram with number of retailers offering each type of policy.",quick research Sri Lanka websites (ecommerce),10-30 hrs/week,United States,5.0,25,14,VERIFIED,13
240,0.0,More than 6 months,~018d0af25c266d47fe,Hourly,"['ab-testing', 'conversion-rate-optimization', 'ui-design', 'user-experience-design']",We're looking for a CRO consultant with a proven track record in the field. This is an ongoing role. Must have 5+ years of experience. Please share examples. Experience with UX and UI is obviously a plus. Leading ecommerce site in our niche. ,CRO Specialist / UX-UI Consultant,30+ hrs/week,Australia,3.65,32,13,VERIFIED,2
241,0.0,Less than 1 month,~01212f8d1cb1013d03,Hourly,"['analytics', 'excel-vba', 'microsoft-excel', 'microsoft-excel-powerpivot', 'sql-programming']",Looking for an excel developer to help pull our sql database and other information into an executive dashboard.  We are a small company learning about our IT needs.  ,Dashboard for SQL Database,Less than 10 hrs/week,United States,0.0,1,0,UNKNOWN,0
242,50.0,,~011447df479569077f,Fixed,[],Fixed price or Hourly approximate hours to accomplish.,Ripoff REport Removal,30+ hrs/week,United States,4.8529921585,131,97,VERIFIED,38
243,250.0,,~01cb2be2801d41ff5a,Fixed,"['data-mining', 'data-scraping', 'etl', 'scrapy-framework', 'web-crawler', 'web-scraping']","Hi,I'm looking to hire someone who can provide me with the BEST/ALL Email Addresses associated with an Individual.I will be providing you the Full Name of the Individual and the Property Address that they own.Looking for a specialist, someone who knows how to gather that information in a efficient, and consistent manner.This is a project based assignment, but will be needed over and over again.Please provide an example or case study you did for another client with a similar request.Thank you!",Email Scraping,30+ hrs/week,United States,0.0,8,5,VERIFIED,0
244,0.0,Less than 1 month,~01ed2a974c393027ed,Hourly,"['analytics', 'blog-writing', 'content-writing', 'data-analysis', 'online-writing', 'writing']","Looking for a someone to create 5 pieces of content to be published over the next several months. You will be provided with several contextual prompts, and need to produce 500-1,000 word blog posts, white papers, or other types of digital content. The focus will be on using Data Analytics to improve: Business processes Sales performance Customer retention CRM utilization/effectiveness You will be writing for business owners who use some underdeveloped tools (software) to manage their business processes, and have a healthy knowledge of general business terms. Technical lingo and math, must be left out. We are hiring for two positions that will each start as short term assignments creating 5 pieces of content, and may expand immediately after depending on the quality of the work produced. Please note any experience with the following when applying: Website Development Small Business Marketing Digital Retailing Small Business Management Automotive Retail Automotive Finance",I need someone to write about using data to improve business processes,10-30 hrs/week,United States,0.0,1,0,UNKNOWN,0
245,1520.0,,~012d754ff679d11e95,Fixed,[],"We are a commercial real estate brokerage team looking to streamline how we manage critical information that we rely on day to day to service our clients. We currently have an access database, designed by another consultant that is close to what we want but are looking to improve that database and, if possible, add a few key features to it. Generally we need this database to do the following:-allow for easy uploading of detailed property availability records (both sale and lease)-organize those records and allow us to easily search them based on a number of different criteria -have reporting functions that allows us to quickly generate client-facing profiles of the properties identified in the search-have a mapping function that allows us to quickly generate maps of the locations of the properties (we have 90%) of our entire market already geocoded and want to use this in our database",Commercial Real Estate Property Database and Mapping,30+ hrs/week,Canada,0.0,5,2,VERIFIED,0
246,120.0,,~01aae63ad2abdcd6be,Fixed,"['data-entry', 'microsoft-excel']","Very simple data entry project. Scanned PDF with 565 contacts that need to be entered into an Excel file. Columns are: First Name, Last Name, Title, Email, Main Phone, Direct Phone, Area of Focus.See attached for example.Payment made for 100% data entry accuracy",type contact list into EXCEL,30+ hrs/week,United States,5.0,2,1,VERIFIED,1
247,0.0,More than 6 months,~019f114231839b4c5f,Hourly,"['amazon-mws', 'data-scraping']","I have below requirements based on Amazon MWS. 1.	Looking for software program which can used to retrieve all the ASIN/UPC from Amazon Database. Please describe your approach for this task.2.	Develop the re-pricing for Amazon products and send alert.3.	Develop the program for price comparison and maintain the price history using keepa, cammelcammelcammel etc.4.	Scrape the information form other retailers like eBay, Walmart etc.Please apply only if you already know how to work on these requirements. If you dont know than please dont west my time.",Amazon products information,30+ hrs/week,United States,0.0,3,0,,0
248,10.0,,~0129050547046ee8a1,Fixed,"['data-scraping', 'etl', 'web-scraping']","https://www.linkedin.com/groups/56766USA, UK, AU, Canadabudget negotiable100 000 contacts + emails","LinkedIn ""A STARTUP SPECIALISTS GROUP"" contacts",30+ hrs/week,United Kingdom,5.0,94,28,VERIFIED,15
249,30.0,,~016cbab84188a1d514,Fixed,"['data-entry', 'php', 'scripting', 'web-scraping']","Need someone to scrape FB and Instagram pages.  maybe use import io or write a script.Need to scrape 50 pages from FB and 50 pages from instagram.  exact URLs will be providedOne page would be the entire page which on instagram could have like 700 pictures.Would want this all in an excel sheet or some type of spreadsheet in columns. And then a folder with pictures/videos you could dropbox me, if possibleHere is an example:A)  663 total postsInstagram: https://www.instagram.com/loganpaul/lets use the first pictureWould want:1) date posted2) time posted3) number of likes4) number of comments5) Status with emojis: WARNING: DON'T TOUCH THE LIGHTSABERS :flame:6) link to picture URL: https://www.instagram.com/p/BIcCkWGD8wp/B) Facebookhttps://www.facebook.com/LoganPaul/1) date posted2) time posted2) number of likes3) number of comments4) number of shares5) Status with emojis: WARNING: DON'T TOUCH THE LIGHTSABERS :flame: (w/ Juanpa Zurita)6) Top two comments:I remember when I was 16 my dad teach me how to use a condom, we use his dick to practiceWARNING: DON'T TOUCH THE LIGHTSABERS :flame:that's the first thing they did :joy::joy::joy::joy: :large_blue_circle::white_circle::large_blue_circle:7) link to url of picture / videoALSO if its possible to download the pics and videos that would be great too....although i realize its a lot of data for the videos.  Could maybe do whatever picture it uses before you hit the play button) ",Scrape Social Sites,30+ hrs/week,United States,4.9457423167,143,88,VERIFIED,61
250,0.0,Less than 1 week,~0116bcd0b96609a25a,Hourly,['google-analytics'],"We run a big webshop in Norway. We require a Google Analytics certified professional, that can help us with setting up e-commerce tracking for our Magento webshop. We also require help with setup of goals for the webshop - and funnel tracking. ",Expert Google Analytics professional for e-commerce setup,10-30 hrs/week,Norway,5.0,197,202,NOTVERIFIED,17
251,0.0,More than 6 months,~0147ad139201bac67e,Hourly,"['data-entry', 'etl', 'microsoft-excel', 'telemarketing', 'telephone-skills']","I will provide list of names, you will need to insert names into my software and extract information such as phone numbers, addresses and emails.Also calling clients and asking general questions.  Real estate experience preferred.",Skip Tracing/ Personal Assistant,10-30 hrs/week,United States,5.0,19,5,VERIFIED,3
252,0.0,More than 6 months,~011dc9ca9f9369fa12,Hourly,[],"We are looking for ongoing GIS support to build our library and perform spatial analysis as needed. Must be an expert in GIS tools, prefer QGIS experience, KMZ/KML experience.",QGIS Spatial Analysis,10-30 hrs/week,United States,4.9699368547,27,27,VERIFIED,10
253,0.0,Less than 1 month,~011b77921895dc23a0,Hourly,"['biostatistics', 'statistics']","Dear Freelancer and colleague,I am looking for a medical statistician to help me in analysing particular parameters/variables in a database that i have on specific cancer patients. The database i have are already organized and are on excel sheet and i would like to investigate /study the correlation between two particular variables if possible.  In addition , i may kindly ask you to review/edit existing statistical results that i already have done and to get your feedback on it or if  you have any suggestions as well. If you are interested then please let me know.Many thanksEnz",Medical Statistics Analysis for a database in cancer patients,Less than 10 hrs/week,United Kingdom,4.1650225938,12,9,VERIFIED,7
254,10.0,,~01251f966f3a971aa9,Fixed,['microsoft-excel'],I am looking for someone to help  me with some quick excel formulas. I would like rows in a spreadsheet to turn a certain color if one cell is equal to certain text. For some reason I can't get this to work. I also want to see if I can make a certain spreadsheet always sort by column B and then by Column R. ,Excel Help,30+ hrs/week,United States,4.6180118863,51,34,VERIFIED,23
255,300.0,,~0126e162c73a9f6eae,Fixed,"['asp.net', 'mathematics', 'statistics']",We will design html but need a programmer to input formulas for rate calculation based on Several variables. GenderAgeHealthProduct (there will be 3) # of monthsAmount of Insurance Each Product will have a separate chart Example of an online calculator is here: https://www.tiaa.org/public/products-services/tclife-insurance/utilize-our-tools/quote,Need a Rate Calculator Programmed,30+ hrs/week,United States,4.9806659805,391,302,VERIFIED,192
256,0.0,Less than 1 month,~01ab2571e20cfca079,Hourly,"['computer-vision', 'machine-learning', 'matlab', 'opencv']",HiI need to detect face pose in my current project.- yaw: -30 ~ 30 degree- pitch: -45 ~ 45 degree- Interface: Source code written in C++ library- Platform: Windows/Linux/Android/iOSPlease not apply if you haven't experiences in this field.Thanks,Face Pose Dectecting,10-30 hrs/week,China,0.0,4,0,UNKNOWN,0
257,1200.0,,~017a2562c8c00b0588,Fixed,"['data-mining', 'data-science', 'data-scraping']","HelloI'm in need of professional emails from businesses, colleges, high school, retail, and more. I need the min. 100,000 emails for this project. The files need to be excel or cvs with the columns name, company name, email address, phone number, state, city, and zip code. In addition the emails need to be personal not info., contact, or sales. Note: Please provide an sample of your work in excel, if would be helpful for me to narrow down the choice to hire. It not mandatory. However, I find most people who do apply do not meet the requirements. Thanks. Fee: 1,200",Professional Data - Email Extraction,30+ hrs/week,United States,4.6666666667,25,6,VERIFIED,3
258,25.0,,~01bdf70ff7c0c2ac78,Fixed,"['excel-vba', 'javascript', 'microsoft-excel']","We are looking for someone to create a VBA excel file that integrates javascript. The project involves converting a single cell address (unformatted) into a formatted address. I have many business names and/or address values, although sometimes only one value. The deliverable is a VBA excel table where I can enter information, click several buttons, and then obtain a formatted address (sample attached). The table should allow for multiple rows - clicking the button would then populate the corresponding formatted address. I believe this involves two steps. 1) - input a service/business, city, and country- click button and search for [service + near + city + 2 DIGIT country code] within GOOGLE MAPSi.e. bakery near granada es- save all search results- auto populate these fields from GOOGLE MAPS into Excel for each search result: Name [of service/business], Address, Website, Telephone2)- get geocode (GPS coordinates; latitude + longitude) based on Address abovehttp://en.marnoto.com/2015/06/aprende-google-maps-geocoding-exemplos.html- reverse geocode to get formatted addresshttps://www.doogal.co.uk/BatchReverseGeocoding.phphttps://www.doogal.co.uk/js/siteBundle.min.js3)google contact + @[website]google search: site:facebook.com + Namegoogle search: site:linkedin.com + Name4) transfer data to 2nd tabThank you",VBA / Macros for Addresses,30+ hrs/week,United States,2.9349601423,57,38,VERIFIED,28
259,100.0,,~01cc6c04b1d1791a97,Fixed,"['data-mining', 'machine-learning', 'matlab', 'predictive-analytics']","Given some recorded data, force, vibration, the remaining useful life of a cutting tool has to be predicted using different techniques such as random forest, NN etc. Matlab should be used and results of different algorithms has to be compared to determine the best technique.Data set (approx. 2.4GB) can be downloaded here: https://drive.google.com/open?id=0BxUMl8FNkAL8NTZ5MGpGRV92NXc","RUL - Predict the Remaining useful life of a cutting tool Random forest, and other techniques",30+ hrs/week,,0.0,2,0,UNKNOWN,0
260,20.0,,~01bcc0f7edf46c6dce,Fixed,"['data-analysis', 'digital-signal-processing', 'matlab', 'r', 'statistics']","I have a series of signals (temperature in x axis) and I would like to find common fluctuations that may have. I have create the mean function and create a new list of signals by subtract the mean. Next, I normalized the data and now I am trying to find common fluctuations. I would like the help to do that using preferable Matlab, or R. It is an easy task if for a experience programmer. Please, let me know if you have any questions.",Finding common fluctuations between a series of signals using Matlab or R,30+ hrs/week,United States,4.89,2,4,VERIFIED,2
261,0.0,Less than 1 week,~0137b15ec0b84fe898,Hourly,[],"I need someone to work remotely through teamviewer to organize my project code on my machine, visual for all components completed, link all 3 platforms to project and set up so that different programmers and designers can complete simultaneously. Approximately 5-10 hours is needed. I am also interested in someone creating a very specific and detailed functionality listing all completed functions, pending functions, and awaiting to begin for my project. Organization for visualization and remote set up first, then the 2nd will begin. Skills necessary include: Visual Studio; Microsoft Azure, MYSQL/SQL Server; Javascript; C#; the API project is based on ASP.NET Web API and that uses C#, ASP.NET, MVC, Entity Framework; node.js and polymer",Programming Project Management,10-30 hrs/week,United States,0.0,2,0,UNKNOWN,0
262,100.0,,~012d914c411f506552,Fixed,['research-papers'],"I am looking for IT management expert to assist in research, literature summaries, and writing white papers.Please send an example of an IT-related research paper you personally written. Sorry to ask but there are so many poor English researchers and writers.   It has to be you that written the paper, not someone else. I will compare the grammatical patterns to determine if it was you that written the white paper or not.  I will try a few IT experts out first before I commit to someone long term.",IT Management Research and Summaries,30+ hrs/week,Canada,4.9951499867,39,34,VERIFIED,28
263,0.0,1 to 3 months,~0125b0d7b359a4d2b7,Hourly,['javascript'],THESE FIVE QUESTIONS MUST BE ANSWERED OR YOUR APPLICATION WILL BE DISMISSED IMMEDIATELY:Looking for someone with JavaScript experience to take me line by line thru code and answer questions when necessary.,JavaScript Coach $3/ Hour,Less than 10 hrs/week,United States,5.0,72,20,VERIFIED,5
264,0.0,1 to 3 months,~0121aebb8b277c14c8,Hourly,['python'],THESE FIVE QUESTIONS MUST BE ANSWERED OR YOUR APPLICATION WILL BE DISMISSED IMMEDIATELY:Looking for someone to make these 3 small changes to a python web scraper: 1) Make it so that you can input a list of urls 2) Make it so that it does a randomized waiting period between each call to the website3) Grab social media links if available,$3/Hour Python Web Scraper Development,30+ hrs/week,United States,5.0,72,20,VERIFIED,5
265,,Less than 1 month,~01ff336c84faa69fd0,Hourly,[],I need to someone who can design the  Delphi Technique and analysis the results. Thanks so much,Delphi Technique to validate framework which I've developed to mobile game application to learning language,Less than 10 hrs/week,Malaysia,5.0,33,3,VERIFIED,1
266,0.0,3 to 6 months,~0173a6991cf09936f0,Hourly,"['machine-learning', 'statistics']",We are looking for a senior statistical modeling professional who has experience building logistic regression models.The work involves guiding a team based in India of 1 Senior Manager plus 2 data analysts who are building models.Experience with building logistic regression models in R is preferred.This person will review output and results with the team at least 2-3 times per week,Senior Statistical Modeling Practitioner Needed to oversee logistic regression model,10-30 hrs/week,United States,4.9608047258,277,243,VERIFIED,110
267,700.0,,~01649cb999e53c431c,Fixed,"['machine-learning', 'recommender-systems']","We have a website that collects habits and demographic data from users and provides them some calculated results.here are a couple of exampleshttps://www.healthstatus.com/calculate/cbchttps://www.healthstatus.com/calculate/body-fat-percentage-calculatorOver the last 18 months I have recorded the responses from all my calculators and have over 11 million records of data.   Additionally, I have 8 months of Apache logs, where we could effectively tie the IP address of the calculator user with the other pages they visited on my website to identify trends.   What I would like is for someone to analyze the data we have on hand, discuss with me (email/online chat) what we could realistically create from this data in the form of user personas, and a machine learning/recommendation system that could recommend content within our site to the visitor, and physical products, digital products, and services from both our site and other partner websites (for example: Amazon or WalMart).  And to direct us in what additional data needs to be captured going forward to increase the capabilities of such a system.I would then want a written summary that could be used as a specification in getting the system created.  ",Machine Learning - Recommender,30+ hrs/week,United States,5.0,159,131,VERIFIED,8
268,50.0,,~01e73e17289fb69e99,Fixed,"['analytics', 'human-resource-management', 'microsoft-excel']","I would like to produce a scatter plot similar to the example below but the data will be based on:Salary of employees from different divisions, countries, departments, functions.I would like to be able to filter the data based on a. Departmentb. CountryPlease reply if you have done similar task and maybe make some suggestions.See below as example: http://www.economist.com/blogs/graphicdetail/2015/03/daily-chart-2?fsrc=scn/fb/te/bl/ed/revengeofthenerds",Excel Data presentation: scatter plot,30+ hrs/week,Switzerland,4.9329032258,20,15,VERIFIED,9
269,0.0,Less than 1 month,~017bde8ac9e432b84b,Hourly,"['artificial-neural-networks', 'machine-learning']","I need a prototype system built which can analyze documents to extract key data and place it into a database / excel (i.e. just something to prove that it has been extracted.) In terms of learning I need to be able to train the system to identify the specific data I am looking for when presented with new / unseen documents.   I'm assuming that this is relatively simple, and there may even exist systems that can do this, however I need someone with the technical experience to let me see if this is remotely viable. Regards",Document review,Less than 10 hrs/week,United Kingdom,5.0,7,3,VERIFIED,1
270,500.0,,~01a05c9be84823f60e,Fixed,['apache-spark'],"We have a database of around a TB of data which is mainly comprised of Groups and members where every group is a combination of two words and the respective member is one or multiple words based on different cases.We have such groups and members in millions. We need to create combinations, search and even calculate according to the rules that will be discussed with the freelancer.",Need a Spark Specialist to handle terabytes of data quickly and efficiently,30+ hrs/week,India,4.8575334143,26,17,VERIFIED,6
271,0.0,3 to 6 months,~015e61bb7707c26a06,Hourly,"['data-scraping', 'web-scraping']",We are looking to get data scraped from some ecommerce websites,Data Scraping,10-30 hrs/week,India,4.9111655438,85,55,VERIFIED,22
272,350.0,,~015a2d2b7e7da28115,Fixed,['big-data'],"Hello,We are looking for database migration from sql server to bigdata. we are looking for bigdata experienced person who has worked on larger size of DB.  the purpose of migration is to make sure, we achieve faster output with less resource consumption on server, so we want to make sure, data will be optimised for the need. we will share more details as we get proposals.thanks",BigData Expert,30+ hrs/week,United States,0.0,13,0,,0
273,0.0,More than 6 months,~012538bb882e99153d,Hourly,[],http://jira.odesk.com/browse/IOS-2558http://jira.odesk.com/browse/IOS-2187http://jira.odesk.com/browse/IOS-2543http://jira.odesk.com/browse/IOS-2294http://jira.odesk.com/browse/IOS-2568 / http://jira.odesk.com/browse/IOS-1972http://jira.odesk.com/browse/IOS-2605Job Search and Submit Proposal testing on stage is blocked with the following issue. Do anyone has any suggestion?,Meri Naukri 5,30+ hrs/week,United States,0.0,120,0,,0
274,0.0,Less than 1 week,~01af9c5dfa3520d907,Hourly,"['data-cleansing', 'data-visualization', 'python']","Looking for experienced bioinformatician working on protein analysis. I have a list of desired proteins and gene seq, downloaded in .txt format. I need to map the phosphorylation sites on protein seq. so that I can visualize and be able to do further analysis. **The data can be downloaded from phosphogrid.com** ",Mapping Phosphorylation sites on 66 Protein Sequence,Less than 10 hrs/week,Thailand,0.0,1,1,VERIFIED,0
275,30.0,,~019f7a97894f272ca0,Fixed,"['data-analysis', 'data-mining', 'data-science', 'quantity-surveying']",We have 72 questions and we need at least 209 respondents to answer those questions. You should gather the data and send us the results of the respondents.the survey will base on how users see mobile banking.,Use our 72 questions for a survey,30+ hrs/week,Germany,5.0,12,8,VERIFIED,4
276,,More than 6 months,~015f7966659eb2088f,Hourly,[],"I have a few projects, which will likely be done using GoodData.  I am looking for help creating dashboards and reports. I also wants some training in how to use the system.",GoodData Professionals needed,30+ hrs/week,United States,4.8849122864,129,106,VERIFIED,48
277,0.0,3 to 6 months,~01104db6bb514915c8,Hourly,[],Hi we are looking for someone who can help us with the modeling for an investment fund we started in the risk department. This is potentially a longer term relationship in fact that is what we are looking for.we are just looking for people that have previous experience in this type of work.kind regards Alec Jones,Developer for risk management project,Less than 10 hrs/week,United Kingdom,4.9695686354,15,14,VERIFIED,6
278,200.0,,~015a27fe9f48e24a51,Fixed,['data-scraping'],Looking for someone that can help to create a function that scraps data from one site and updates it everyday or every hour on a different site. ,Need to scrap data,30+ hrs/week,Sweden,4.9488096732,55,42,VERIFIED,27
279,0.0,1 to 3 months,~0148b1cbd609155d31,Hourly,['microsoft-excel'],"Looking for a real expert designer of excel tools to create a financial forecasting tool for a growing ecommerce business.we have reached the limits of our ability and need a real expert with some experience in creating sophisticated linked excel forecasting workbooks/tools.  This will be used to help us predict cashflows, purchasing and financial requirements to support our growth, based on real data that we will enter weekly or monthly.we understand that forecasting is only prediction, but we want to get closer to reality.  this will help us grow faster and make better use of our available finance.the excel model will include sales data, margins, exchange rates, marketing spends etc,  as we use the model, we will look to tighten its accuracy from real data on performance.the tool will produce performance ratios and some KPIs that we will look to use and improve over timeif successful, we envisage that involvement in improving the tool will be a regular requirement.  ideally we will add automated data links from shopify and other sources at some point.",creation of excel based financial forecasting tool for ecommerce business,Less than 10 hrs/week,United Kingdom,0.0,1,0,UNKNOWN,0
280,0.0,Less than 1 week,~01d22f9cb9e6a891aa,Hourly,['data-scraping'],I need help scraping the data from 4 designated websites and for designated locations. Those websites offer activities that can be booked on their website and I am interested to get data about all the activities they offer per location with the following fields required:- Location- Activity Name- Activity Description- Inclusions- Duration- Start Time (Availability)- End Time (Availability)- Price - Currency- Provider Name (if possible)- Provider Contact DetailsAnything else that can be pulled out in a structured and clean way. I would like to run an intial test first to see what we can get and how and if satisfactory we will scrap more data for designated locations.Experts that have done this before will only be considered. Top professionals who can put the right time and complete the task fast.Thanks,Data Scraping from 4 Websites,10-30 hrs/week,Thailand,5.0,9,7,VERIFIED,5
281,50.0,,~01ca2ce0af41a97287,Fixed,"['digital-signal-processing', 'matlab', 'pattern-recognition']","Within MatLab, I want to listen (with a microphone) to sounds nearby. When a drone is nearby, I want to get a warning. I have several drone sound recordings to test. Needs to be ready within 2 days. Note: Audio toolbox in MatLab will not be used. ",MatLab sound of a drone recognition/verification,30+ hrs/week,Netherlands,5.0,4,2,VERIFIED,1
282,0.0,Less than 1 week,~01af13e63880d85f3f,Hourly,"['web-crawler', 'web-scraping']","We need to structure products and images from about 75+ different websites. The data is structured different in every website, and we need a database that can be imported by a Wordpress website (not yet made). As a proof of concept we'll need a simple back-end page that lets us view the data, and to easily update missing data for every product. The scraper must update the database weekly, with the ability to let us verify changes before they are put to production page (to avoid errors/broken structure).",Scraping data and images from 75+ websites,10-30 hrs/week,Norway,4.8542491916,33,17,VERIFIED,11
283,0.0,Less than 1 week,~01ebf116f9449e8299,Hourly,"['algorithms', 'artificial-intelligence', 'artificial-neural-networks', 'business-mathematics', 'c++', 'computer-engineering', 'data-analysis', 'data-mining', 'data-science', 'eviews', 'java', 'javascript', 'machine-learning', 'mathematics', 'predictive-analytics', 'python', 'statistics']",The Payment is $20.00 per hour. The duration of the work is 3-5 hours. The maximum budget is $100.00I need someone to analyse five small datasets using convergent cross mapping (CCM). The purpose of the analysis to find the direction of causation.The Attachment below contains the Five data sets presented in the form of five questions with multiple choice answers below. Analyse the data sets in the attached file with CCM and then circle the correct answer among the multiple choice answers provided below each question. There is only one correct answer for each question. The time limit is one week. Payment will only be given if all the questions are answered correctly.  ,$20.00 per hour for Data analyst/Causal discovery with convergent cross mapping,10-30 hrs/week,Malaysia,4.7,5,5,VERIFIED,1
284,0.0,More than 6 months,~01c331f5622a17ecab,Hourly,"['python', 'python-numpy', 'python-scipy', 'r']",Looking to speak to experienced data scientists with python experience for long-term analysis work.Australians only.,Python-Powered Australian Data Scientist,30+ hrs/week,Australia,4.994117444,224,132,VERIFIED,93
285,0.0,More than 6 months,~0197185210f44523f3,Hourly,"['algorithms', 'apache-solr', 'elasticsearch', 'kibana', 'logstash', 'lucene-search', 'machine-learning', 'microsoft-sql-server-development']","We're looking to hire an expert in Elastic Search. Preference would be for individuals with US education in Data Science/Computer Science/Technology and related fields. Along with the above, we're also looking to bring in a technology expert with education from an internationally recognized university as the future CTO. We're a start-up funded by known figures in Silicon Valley.If you aspire to do something big in life, than earn a few $1000s freelancing, please apply. ","Elastic search / Solr experts, Data Science experts. Preference for U.S. based candidates.",30+ hrs/week,United States,4.3638479236,59,48,VERIFIED,14
286,500.0,,~0182e02c52832bcfb6,Fixed,[],"Have a dataset of about 400 White Blood Cell images. Need to classify each one. Requires a pathologist/biopsy background, and knowledge of the various nucleation and morphologies of White Blood Cell lineages. To ensure good completion of the task, 10 cells have randomly been selected and pre-classified by a known morphologist. Must get atleast 9/10 right to be considered a finished job. Classifying the images into:LymphocyteNeutrophilBasophilEosinophilMonocyte",White Blood Cell Classification,30+ hrs/week,United States,0.0,1,1,VERIFIED,0
287,0.0,Less than 1 week,~0120dc70610d1203d6,Hourly,[],"As part of the transition of MFI to the new owner, we need to make a few changes to the code base. We are looking for someone to do a complete back of our system.   They need to be very fimiliar with Amazon Web Services.  We also need someone to extract some reports from the dashboard.",MFI website transition,Less than 10 hrs/week,United States,0.0,9,4,VERIFIED,0
288,30.0,,~01ca46f2154d8cbe62,Fixed,"['microsoft-excel', 'microsoft-excel-powerpivot']",Need tool to calculate number of staff needed as work load increases or reduces.  I will provide full requirements,Develop Excel based resource capacity planning tool,30+ hrs/week,United States,5.0,13,3,VERIFIED,1
289,500.0,,~01980c835c7e5bf9dd,Fixed,['etl'],"Need 5 million emails pulled from Yelp. I would like address, phone, business name and owner name if possible.","Yelp Extraction - Need 5 Million email and all data like, address, phone, owner name etc",30+ hrs/week,United States,4.9422599762,91,64,VERIFIED,32
