,ciphertext,degrees_ranked
66416,~01932cd25c8fcacd00,Masters
66417,~01872be2b319c238d2,Bachelors
66418,~01a2cf4cbb6ff08999,
66419,~01ab871a250f7b2a2a,
66420,~01283d36232d267c2a,
66421,~01b0eb80b840fe7e0f,Masters
66422,~015810768306595a31,
66423,~0123dd2ad04dbc52b4,Bachelors
66424,~01b526ba2004daf6aa,Bachelors
66425,~014be00438ac702d6e,Masters
66426,~01cf387327635b8368,
66427,~0151b45018d001d7a0,Bachelors
66428,~01e969fd3d49d56050,Bachelors
66429,~01d3245bb942df20f0,Masters
66430,~01c85a9c6bffaa61b5,Bachelors
66431,~01b669333cfedf8b93,Masters
66432,~01ba8d698ccc9ec0d3,Masters
66433,~0135386fc124378cb0,PhD
66434,~0178f5cd8c1362e24a,
66435,~014e2ec7ec95acf7aa,Masters
66436,~01f58ee8caa26e9636,Bachelors
66437,~011e50de1c65fc3f0d,
66438,~01313f0302fbdf7805,Bachelors
66439,~01d2d57f56eec37b88,Bachelors
66440,~018dd03f6a5f2ba4ca,Bachelors
66441,~0173c02bb3cde1a8b0,Bachelors
66442,~01f0af1289ef562e1a,
66443,~0136b14c5437be5f0b,Bachelors
66444,~011daed069ffd6486a,Masters
66445,~01f1245ad4b88ba045,
66446,~01b369764134dce79a,Bachelors
66447,~014e99f547e43d66d4,
66448,~01dcf63d89c5ec2216,Bachelors
66449,~01b65fed034f9addbd,Masters
66450,~015dc4216f0512335b,Bachelors
66451,~0187cecda404989486,
66452,~01a344737134aa7ec4,Bachelors
66453,~016a99e292423e9c73,Bachelors
66454,~01874bed11c7568f5f,PhD
66455,~01d38ab6ddf1a01232,Masters
66456,~01ecb2c9cbb23f76e5,Bachelors
66457,~01c6119f89ea9ad017,
66458,~011af1e709ed2fde9a,Masters
66459,~0107707ceb0885eeb1,Bachelors
66460,~016a205dbf5cbb49eb,Bachelors
66461,~01c69a2c2bd7193f90,Bachelors
66462,~01e269400632691c1a,
66463,~014588da20d4c75a82,Masters
66464,~014b85abfb3e064ad1,Masters
66465,~01e9660298795bf2ea,Bachelors
66466,~0150dae2430202b9dc,Bachelors
66467,~012f5b9520b54f3e39,PhD
66468,~0183b6bb1595d0c42e,
66469,~015ec7fed0a6c55901,Masters
66470,~0119280d2e15cb7131,Masters
66471,~014361e3fef237934a,Bachelors
66472,~0157169eeef2d87a8a,Bachelors
66473,~01f20d52ce79b01e66,Masters
66474,~01461799829ca10fa3,Bachelors
66475,~017b68fd55dc794e6a,
66476,~01c873cb16d385cad6,Bachelors
66477,~01cbf995220f5fac26,Bachelors
66478,~01adacdebe53e5f800,
66479,~0149acb4c4e6462121,
66480,~013143f26f6a5f1edd,Bachelors
66481,~0121bac32c1a9e7430,
66482,~014cdb530cebf6e4cf,
66483,~01114454b5f8e68881,Bachelors
66484,~01e2f626ceae539bf6,Bachelors
66485,~0196682f4079f759ba,
66486,~01ce02c334c0271c44,other
66487,~011bd1268844d1f531,Bachelors
66488,~014876d32318a161f3,High School
66489,~013e2116dd2ede71d3,Bachelors
66490,~017b8fc9802ddb6b80,Bachelors
66491,~014e0261bc3177e47a,Masters
66492,~01b4560e3630727965,Bachelors
66493,~0141336314c87b4e30,Bachelors
66494,~01807da29a93168d46,
66495,~013a7d41588c0b9825,Masters
66496,~01585ea8bf1556a6b4,Masters
66497,~01bb8a646552430b9e,Bachelors
66498,~01226cf6e42f082492,Masters
66499,~0169b3e2fcdda2401c,Masters
66500,~0105976f6711156adf,
66501,~01e35201d9984a6448,
66502,~01c8089b558b8dd285,
66503,~01be7914881b021556,
66504,~010160761fe4bfe893,
66505,~01d2bf2c9adf8114e7,Bachelors
66506,~01e99ca40b525297ae,Bachelors
66507,~016c6f9779e61f54c3,Bachelors
66508,~01392d052b8e4eaf13,Bachelors
66509,~011af3b959aa957553,Bachelors
66510,~01a8ec3daf19fb4663,Masters
66511,~01b7fedcdfa448bba4,Bachelors
66512,~0177ffdebfd0146496,
66513,~011879aae36488702d,Bachelors
66514,~01c06aa494ffa02ceb,Bachelors
66515,~01ebbc3bce6b16b734,
66516,~0185cb6ee66c34307f,Masters
66517,~01aad9ae58d22d709b,
66518,~01eb48f771ac9d5e9c,
66519,~01293108ccff5549b0,
66520,~01a57a2ae023b9e008,Bachelors
66521,~01acaa607aa82e9179,Bachelors
66522,~018df8933fb46ba6b3,Bachelors
66523,~01b37997fbdea4e57b,other
66524,~016777e75aab48b87b,Bachelors
66525,~01ff945ad77920132a,Bachelors
66526,~01f61e99d15e04eb4f,Masters
66527,~014f3b07e23cddff20,Bachelors
66528,~017e59494cab29c57b,Bachelors
66529,~0167ad3e18a3d4fcf0,
66530,~019235818a1dcd67f2,Bachelors
66531,~01e914fe279bc916ba,Masters
66532,~015752755ff86f105e,Bachelors
66533,~01e7eeb9c08d0b7ed6,Masters
66534,~011d55080c41a5fa40,Bachelors
66535,~01016e5b6652782fa2,Bachelors
66536,~0135fc5dba9fe2831f,
66537,~0175b92dc481032c1c,Bachelors
66538,~01633957e6f444e6e0,
66539,~0109507af194b68875,Masters
66540,~01c398e5c8ec763c87,Bachelors
66541,~014aa975c5e39a1b02,Masters
66542,~01a3e1e0f8e6d8aded,Masters
66543,~01fb851e6ce14d1db6,
66544,~01111e721b9c76001f,Bachelors
66545,~01f99236d656005d7d,Bachelors
66546,~01a0af80fbafcc4d4b,Masters
66547,~0110c26cdb98010ce0,Bachelors
66548,~014adb7388b805e15e,Masters
66549,~01138c545dd1d75410,
66550,~019eae0ea5c766713d,
66551,~01568dd9687ca0f174,Masters
66552,~01fa841eb0bdc837e5,Bachelors
66553,~01a6ab3eb05e9ca4ab,Bachelors
66554,~01110f4d092f698196,Masters
66555,~012c1651c6dcf67ff0,
66556,~013f5d19ada6342996,Bachelors
66557,~017b0db74e1c64dd44,Bachelors
66558,~016aae1825ffe3604d,
66559,~014eca25020c2f728e,Bachelors
66560,~013c31472f4049ddfc,Bachelors
66561,~01775dbe535095c2d2,
66562,~012c43fedc7d648176,Bachelors
66563,~0152f5991f64449269,Masters
66564,~0150c2d7ee3917f586,
66565,~014000a52a1306c6be,Bachelors
66566,~014580ccfda007326e,Masters
66567,~0182559cd910f697f8,Bachelors
66568,~01f26e655e7afcf372,Bachelors
66569,~01d64d2c1c0dfc3277,Bachelors
66570,~01b51dbef434661259,Bachelors
66571,~0118096c07f38b8340,Masters
66572,~0113ebc48c048964a6,
66573,~01dd48a3b16da928c2,Masters
66574,~0120dd7e72cba28121,Associates
66575,~0164b2f88f2ae7af30,Bachelors
66576,~01ea02cbce613e8cda,Bachelors
66577,~01f2611017e5067b8e,Bachelors
66578,~01de66dbcc9e6f2bb1,Bachelors
66579,~01f2f182e8493a445f,Bachelors
66580,~0199ce7255bdb62957,
66581,~013ddac10fa5ce1bda,Masters
66582,~01a0b03416a23d35ef,PhD
66583,~015bfbc1775f1746c1,Masters
66584,~014b0120c006bf9815,Bachelors
66585,~015870052c47b02d78,Masters
66586,~01e625fb2d3eca9f74,Bachelors
66587,~01d55ddfd4a4921f5a,Bachelors
66588,~01518eb07ab11bee1e,Associates
66589,~0105a516d98e1d16f7,
66590,~01740198c56edbc760,Bachelors
66591,~017f518319f3cfbf5a,Masters
66592,~01bbcc9e99a12cac35,Bachelors
66593,~015ab2086db9490dfc,Bachelors
66594,~01c7547aee56c47b57,Bachelors
66595,~01c005e4ec847ed064,Bachelors
66596,~01608bb00ee69dbee7,Bachelors
66597,~01ce6c6ec333b4720b,Masters
66598,~01224e3a4f2bc807e9,Masters
66599,~01abedab6c2389c912,Masters
66600,~01ff00a21254662d6a,Associates
66601,~01634169234bbcb012,
66602,~01cbca9ff7bc579b6f,Bachelors
66603,~016036db40701b0e66,
66604,~017c515d870a74b93b,Bachelors
66605,~01cabbc0e1aa226204,Bachelors
66606,~0139c47a530fc81e03,Masters
66607,~01656764f697261740,Bachelors
66608,~0108c20afbc0c5ec5c,Bachelors
66609,~010bb4058bfb68be53,Masters
66610,~01588cf040f3e7c26a,
66611,~0179244a7c9f0b6383,Masters
66612,~01b3d73cb24b4c01e0,
66613,~019af84b41322739b7,Masters
66614,~01854e6c8d9c698132,Masters
66615,~012cd1a8fb3d8b3df4,Bachelors
66616,~01856abaa843441184,
66617,~011cd814b5a3125d60,Masters
66618,~01fa6da6c3d74f9509,Masters
66619,~014abac3903dd166ea,Masters
66620,~013954eb68757e3edf,Bachelors
66621,~016fe8e2736338ca6e,
66622,~0193885cdbb60a3f0b,Bachelors
66623,~01799c754347923fd1,Masters
66624,~018bd8ec9daed05a68,Bachelors
66625,~01f8e30a53a0ef75b7,
66626,~0135d671953d93f7ff,Masters
66627,~010ad0076756cabc65,Masters
66628,~01587afcabd11b036f,
66629,~016868fa56a82cf0bf,Associates
66630,~018b32d6a46b50fc3c,
66631,~01b92ce27bfb970e4d,Bachelors
66632,~012c10393006eb3df0,PhD
66633,~0119cafd4e167ef48d,Bachelors
66634,~0110ac00c361cbc7fa,Bachelors
66635,~018683260e784f0bf4,Masters
66636,~01537025496bec2d4f,Associates
66637,~01c0c6d7b219661d5b,Masters
66638,~016acfdcb954201f52,Bachelors
66639,~0116ebc95ade9c30f4,
66640,~011246b31287dd8c25,Bachelors
66641,~0199eddf7d4b650528,Bachelors
66642,~01310140bd7b3e9e54,Bachelors
66643,~01ca3d6bf8902a802c,
66644,~015a10862933f2b52e,Masters
66645,~014a9b72a2fa72d15a,Bachelors
66646,~01c28c9289a35c614e,Masters
66647,~016b7048628223747c,Bachelors
66648,~017b71d4a3d8868b5b,Masters
66649,~01a6f0d9c1ad7ae195,Masters
66650,~01a51c02a8b9cdfaaa,Bachelors
66651,~0116413b6edc801d0d,Masters
66652,~01ae29e390a1cf52fe,Bachelors
66653,~013f0678ebd975f6bf,Masters
66654,~0199de9ddab955db5f,Masters
66655,~019efd9841920a0a13,Masters
66656,~013664d229a6c55f53,Associates
66657,~01eff6dbb5875bd7b5,Bachelors
66658,~01b5e83a5f02afcae6,Bachelors
66659,~0111d4a6bc4470b091,Masters
66660,~016b232fef017af79f,
66661,~0178a010bc289b429b,Masters
66662,~01e5e8fb2b451ee26b,
66663,~01e70ce013dc2b2c76,Bachelors
66664,~01f94300061694c1e6,Bachelors
66665,~0149fce5697d44080f,Masters
66666,~017b2a5a300769f167,Bachelors
66667,~01f707e9bb789b0a5d,
66668,~012cc49003339eba75,Bachelors
66669,~0176cb99ee291b4327,
66670,~01375ff952b963cb02,Bachelors
66671,~0183329974e08abfad,
66672,~01ca86224a67a69d96,Masters
66673,~01909c7aa706d6c5ce,
66674,~016ac72bcb9d34754a,
66675,~0169a17ea9e69de9ee,Associates
66676,~01c904536ba4fa5219,Masters
66677,~01f61974b7a3219fba,Bachelors
66678,~01a6c8b4de78924e03,Bachelors
66679,~01db11957ebe4138ac,Bachelors
66680,~01408d4cc23b506e5a,Masters
66681,~01b25b6d08c6cd6b64,Bachelors
66682,~018f7d9901551368f2,Masters
66683,~01db21c581f194f54b,Bachelors
66684,~01080110f87a31b650,Masters
66685,~01d8f686cb62e43fd2,Bachelors
66686,~01d1d8ff1cd6df2fc4,Masters
66687,~019896fefc71a56b50,Masters
66688,~017931da2ddcd88b32,Bachelors
66689,~01c71130be753d27eb,Bachelors
66690,~0144635e47d8e65f22,PhD
66691,~0104307dd366874f6c,
66692,~01eb9564f0511bf0d9,
66693,~01dd05f3e6fad11af3,Masters
66694,~01323c46dd3e0aae0b,Bachelors
66695,~01f876d9a9e2f3384e,Bachelors
66696,~01c4d64fd147371763,
66697,~01526d668282c9c49b,Bachelors
66698,~0176f09fa6863144d1,Bachelors
66699,~01927e93c584fb5e9d,Masters
66700,~01c034d734d7e48181,Bachelors
66701,~014f209617ae83b708,
66702,~016408ae9e79748321,Bachelors
66703,~014e9338562240dfb3,Bachelors
66704,~018f379984e144a0cf,Masters
66705,~013936d7d92f5a536d,
66706,~0192d6be16a28f9968,Bachelors
66707,~013a15f1f4849072fe,Masters
66708,~01db7d93014f552a54,Bachelors
66709,~016cafea1e3457dc7b,Bachelors
66710,~01b91d29d87161e675,PhD
66711,~019954239391379e80,Bachelors
66712,~01e433478bd4897e60,Masters
66713,~01701ac823443e030a,Bachelors
66714,~01544e5607574b6890,Masters
66715,~01c729aedca1449dc7,Bachelors
66716,~01e8d96f635fda375b,Bachelors
66717,~0186cb222904f85fb5,Masters
66718,~0108951873f489eb39,PhD
66719,~015ad9907fa2755a53,Masters
66720,~011769ef1d72113f07,Bachelors
66721,~018b94332505a7f1ac,Masters
66722,~01ced2716c54269e7c,Bachelors
66723,~013f651d6f7e791f01,Bachelors
66724,~01974eb68058bd2c0f,Bachelors
66725,~0164ce99d7ac63669a,
66726,~018377789779b0cabd,Bachelors
66727,~0112004aa1bac9591c,Bachelors
66728,~010c7b7820376c2238,Bachelors
66729,~01988bb69f04bebcdd,Bachelors
66730,~0111bdfbf6db23d11e,Masters
66731,~018be04f9a7eb0cfcf,Masters
66732,~01ae7ab4c885b6254c,Bachelors
66733,~014916103f299ee9d7,Bachelors
66734,~01b87efdbee95ec6e6,
66735,~0158b3e877772cca6e,Bachelors
66736,~01ceed8f7f1ce8f5da,Masters
66737,~015194d82291f38768,Masters
66738,~01c8f03cb08c2be31c,Bachelors
66739,~0158afdf6e287db364,Masters
66740,~01b65532758f274f40,Masters
66741,~019096ea95385c3a23,Masters
66742,~01f97a3fd13a834c72,Bachelors
66743,~014e1ac0997a81be23,Masters
66744,~013155adcea42bceca,Bachelors
66745,~01211e22599e4c8b0e,Bachelors
66746,~011e12dd9b0ad03850,Bachelors
66747,~018d5f89fd9631c500,Bachelors
66748,~01ccd022be19e3c554,Masters
66749,~016ce95bdde001174f,Masters
66750,~01c5ed5da340c19482,
66751,~01c0da598f40f4d23c,
66752,~016db549898241e514,Masters
66753,~0138fb304092e89572,Associates
66754,~010028e75dc9a712b4,Masters
66755,~013b0f441b4845dac5,Masters
66756,~0177e1649f751a4b57,Bachelors
66757,~01ae3531f8b082587c,Bachelors
66758,~010696fd687b5c8237,
66759,~01b0ec626fcd592b6d,Bachelors
66760,~01a74382c29f234144,Masters
66761,~01aafe45a489a1f38f,
66762,~0169b05eb4d6c9a517,Bachelors
66763,~010fd9ca10d5d7e7f5,
66764,~013229b4968e56f0ce,Bachelors
66765,~015f4d20a77cbeb72b,Masters
66766,~012d6a0567751a9c34,Bachelors
66767,~01d98d3a7651b9b985,Masters
66768,~0149edaeda8714a95d,Masters
66769,~01e016b72e72be1eca,Masters
66770,~018a5d5688ffc28b4a,Bachelors
66771,~01e8b55cd71fb3a8f6,Bachelors
66772,~01c0f68797c0b6bf6d,Bachelors
66773,~01a930aee9a09b97c4,Masters
66774,~01938839f51e35b798,Bachelors
66775,~01446d4762df2ea74a,Masters
66776,~015f98ca0fa42d6aa9,
66777,~01cbba3c670d51182f,
66778,~015dfc7e1206d40b55,
66779,~014213cce905f4c198,Masters
66780,~01e1c987979dec72de,Bachelors
66781,~015a8e83d0f022798f,Masters
66782,~01951de4fbabb27183,Masters
66783,~01d09970396f5a171c,High School
66784,~0153a8b4fff63906f5,
66785,~012a9fd76dd8849abd,Bachelors
66786,~0111241ef6a85eb2a4,Bachelors
66787,~015ca9b970d56c4a0f,
66788,~011dca01a6b493596c,Masters
66789,~017a6b46928fa2ddd0,Masters
66790,~014688d1a668bea46c,
66791,~016ec1e650b3260d80,Masters
66792,~01e758c07fc9201930,Masters
66793,~0158ccc02e38bffa25,Bachelors
66794,~014b339901b9fa308e,Bachelors
66795,~01140970c85ee9beaf,Bachelors
66796,~01aab02241a9535e7a,Bachelors
66797,~019d5b5fa3fe2eaaf5,Bachelors
66798,~01396a86fdac293e03,Bachelors
66799,~01b6885c623da51acf,
66800,~012a439e91a54488bd,Bachelors
66801,~01e4a5c4b3793c6b54,
66802,~01b0585808e4359936,Bachelors
66803,~01ffdc8032a88caee0,Masters
66804,~0173d9cdae11593ec0,
66805,~01d21b6f0bdb2fa203,Masters
66806,~0172fabe6b5c937346,Masters
66807,~01a46eef9f93ce9d75,Masters
66808,~019e12e605e7a0fb29,Masters
66809,~018bdb182f70f31380,Bachelors
66810,~0158689d2ff1cc4ec6,Bachelors
66811,~0139ffd16650617510,Bachelors
66812,~014ce3ef5bc2a40b11,Bachelors
66813,~018493cc25641ac6b5,
66814,~017d8d9f365756f678,Masters
66815,~0118cc40d48f7c4102,
66816,~014763eb8d5b5ace72,Bachelors
66817,~016f8f43393aaab7f0,Bachelors
66818,~01a6e937a9f550fcb1,High School
66819,~01565e058fc1eb59ca,Bachelors
66820,~0154754ea257a379a8,Masters
66821,~01f33c1ff0349a75c0,
66822,~01b7a91f15ed454140,
66823,~01fd887c0da6194694,Bachelors
66824,~01ac827709298e3853,Masters
66825,~016a0a19d07c9ce5a5,Bachelors
66826,~012b0ddce628405568,Bachelors
66827,~018c5ea4fb48c7f948,
66828,~01303ca7f3a7039563,Masters
66829,~01808ba87e00cefbd2,Bachelors
66830,~015460579c840d12b2,Masters
66831,~01a60be699f12a7bd2,Bachelors
66832,~012cc56a782bf6e2c7,
66833,~0112d4feba9959db37,Masters
66834,~0100659ac6920b552f,
66835,~014ccd55812dd707cf,Bachelors
66836,~01c72b2b4dd5602bd1,Bachelors
66837,~01615dce8774236542,MD
66838,~019955396466b767f3,Masters
66839,~01aec3f8202d5633bc,Bachelors
66840,~01c8276a69366178d8,Bachelors
66841,~01ece2eeb457c549d2,
66842,~0100032b8e6bcda9c7,Masters
66843,~012dfb95deebdfae05,Masters
66844,~01909ea3595716efd8,
66845,~011eba72e413093131,other
66846,~01722065e2df75423b,
66847,~01ddab01669bcb8fbe,Bachelors
66848,~01005ed14951c9fe4c,Masters
66849,~01d04912360a6d88df,Masters
66850,~01929c5c37455a5ba3,Bachelors
66851,~01e0fdc383959eb7aa,PhD
66852,~0177963d304e448c40,Masters
66853,~013c35a1c48a080ded,
66854,~0162c0c62e2f1a8f15,
66855,~01acfb26216316c53d,
66856,~01402dcd69f4e68358,Masters
66857,~01a626c5bb95ceac58,Bachelors
66858,~01a871520a32b5e78c,Bachelors
66859,~0124477136623c4534,Masters
66860,~012d745ebc722e6283,Bachelors
66861,~011c3a30acfe22170a,Bachelors
66862,~013944f5228a63cfeb,Bachelors
66863,~01104de8f3283a2bdc,
66864,~017c08d52d41b9bb1f,
66865,~011379ee31df7fbc92,Associates
66866,~01daa94239bcc7a12d,Bachelors
66867,~015d6b119e04d6be9d,
66868,~01c3bc63641ad95ef6,Masters
66869,~019a9415e01b8296cd,Masters
66870,~01acbfeae3b1c799f4,
66871,~010e63400dacf129dc,Bachelors
66872,~01bb7a12e037a123ba,
66873,~012a842e9ce7ff5541,Masters
66874,~0159ec8fea8452e3b8,Bachelors
66875,~0132b7630038dd0a45,Masters
66876,~0142df8bd7f9c7b5ea,Masters
66877,~014f1e881147ca3825,High School
66878,~0113f592d31cdb06de,
66879,~0146f2452a10935d90,Masters
66880,~01f17f3b91d80e1554,Masters
66881,~01d07bbe977f3a6b75,Bachelors
66882,~014b3ee89880bf812e,Bachelors
66883,~010158daab0c8d67c2,Bachelors
66884,~012b4017505eba28b6,Bachelors
66885,~01d59f6667375c3c1c,Masters
66886,~01e12cdd173dc629f0,Masters
66887,~017b8c47f77a9e1199,Bachelors
66888,~01d3f3dad0ecd4bef3,Bachelors
66889,~01a52126fd191c0c6a,Bachelors
66890,~01f5e9ecb83ccdba2b,
66891,~01b238ee246d199915,Masters
66892,~01e43cf8297c7047ae,Masters
66893,~01903ba666d1216ecd,Masters
66894,~01d122bb6d97520c95,
66895,~012c5cc46ddb578fcf,Bachelors
66896,~019b0bc443ad192ad4,
66897,~012216a55634e4fa93,
66898,~0128f7bdd649667a67,Masters
66899,~016c51bc031c05a019,Bachelors
66900,~013a02e20e63422cba,Bachelors
66901,~013e9b377ea87d67c8,Masters
66902,~01e7ec5b6d73d04388,
66903,~014ae30e2576197f7b,Bachelors
66904,~016cdc6ffc74192181,Bachelors
66905,~01d469b4ab205c63e7,other
66906,~010a5c2203bcd567cf,Bachelors
66907,~0176c729cf61888de8,Masters
66908,~01453112b7b5d128ac,Masters
66909,~01d9607a49a9417b6e,Bachelors
66910,~01e95a9c58b6b3bb96,Bachelors
66911,~01880636e545eb7217,
66912,~01da4219b67a53fbb5,Bachelors
66913,~01d202157bc39ff299,Bachelors
66914,~012f97b5c154f13827,Masters
66915,~01bd89e70df01a5fee,
66916,~01994e460d8fbb0086,Bachelors
66917,~01fbd82c86e3987ee6,
66918,~01839936671ff55260,Bachelors
66919,~0143dc49d25261e0d9,Bachelors
66920,~015c3699d93e5cd296,Bachelors
66921,~01315af9d95830b52c,
66922,~010d24f90899cce554,
66923,~0191cb358c474e5fda,Bachelors
66924,~01143361fee514a148,Masters
66925,~011dbf8be9a1e1b71a,
66926,~01c3662fb6754fc21d,Bachelors
66927,~016c37d42183ebe3e5,Masters
66928,~018c2ee0cdcf262fde,Bachelors
66929,~0112a5895f05d899aa,Bachelors
66930,~0132b58f166a80b2f1,Bachelors
66931,~01e9233d02fe43ef0e,Masters
66932,~0135b126610a6554f0,Masters
66933,~015fdf380bdc3087d3,Bachelors
66934,~01c3426ae6409c81ee,Bachelors
66935,~01d4f132ec86feec60,
66936,~01e2be12ea858c9e51,
66937,~01f7ae0d5f3d683b46,Bachelors
66938,~0124ad71f47bbf094b,Bachelors
66939,~018f46475cdb68d586,Bachelors
66940,~0196207e282cc657c7,
66941,~0144ed6a381d1b767d,
66942,~010fe87e3785c40c9d,Masters
66943,~01f2335570ca5e1e2c,
66944,~01349a581070244a6f,Bachelors
66945,~015851f731950075fc,Bachelors
66946,~015e85bd787a6466cf,
66947,~0133bec198dd8a09e6,Bachelors
66948,~0175de42659a0be674,
66949,~01b444e932fad93b07,Bachelors
66950,~01a1bb53d18199247e,
66951,~01c16c697dc718d239,Bachelors
66952,~015b4599aaee6c3f80,
66953,~01c8d768d7b1a3a238,Bachelors
66954,~01d3e24172da65e664,
66955,~014b0739bd03fac6dc,
66956,~0103091186680831a0,Masters
66957,~012296d766d0bfd34d,Bachelors
66958,~0185af23e28061a7ad,PhD
66959,~011eb70d500d253ce6,Masters
66960,~0125e934d68ac1338c,Masters
66961,~0174d1642c0bc1a06f,
66962,~01639dc98546ee1d43,
66963,~01c442f68d9f5dd71b,Bachelors
66964,~01d8f25bb3a269ec98,Masters
66965,~01835d0a066b71e42c,Bachelors
66966,~0190af1e210b9d77d0,Bachelors
66967,~017cefe9e5ccf3028a,Masters
66968,~01dee6279fd3c67e2e,Masters
66969,~01e1c33e8d94d1530f,Masters
66970,~014c22b2b61a4a9f22,Bachelors
66971,~0173161191b23f6738,Masters
66972,~0138cd53bc5c0644a1,Masters
66973,~01a3784bce54777267,Bachelors
66974,~01c7bf5b7399bc4c1a,Masters
66975,~01e6e8a569e0b8bd66,
66976,~01a5d0125b6dcce9b7,Masters
66977,~014d277883123f72c3,
66978,~0141b7fcecfc254ef4,Bachelors
66979,~01160e55bfb7b74426,Masters
66980,~016de9f6369c0f7e0a,
66981,~011f0a81d2b49c88f1,Masters
66982,~01392b6d192434eba8,Masters
66983,~01ed5a2e16b945a692,Bachelors
66984,~01f2c4a726ce4fe557,
66985,~0146408cc352f8167a,Bachelors
66986,~01cb568731d4f59f91,PhD
66987,~01719038abe0289bf0,Bachelors
66988,~01f002316d0be7cba0,Masters
66989,~01b24a4577b719a095,Masters
66990,~01241117898a48e43f,Masters
66991,~011c0ae8f1eb31200f,
66992,~01ce3268146c069dad,Masters
66993,~0154da6a4504acc3da,Bachelors
66994,~013afba78d9e6e08bc,Masters
66995,~011862489cc349adbf,Bachelors
66996,~0134d900e651752137,Bachelors
66997,~017b619972be383dcc,Masters
66998,~01c171b729b6596f1a,Bachelors
66999,~0175cee675dbc45833,Bachelors
67000,~019a0dfc2eaa5ffc1a,Bachelors
67001,~01ba71304e28ecc5ee,Bachelors
67002,~01b63daee3a6e424e9,Masters
67003,~012fb3e0a9b0b4745b,Bachelors
67004,~01901a189fa2765839,
67005,~017d377bc9cbd65db4,Bachelors
67006,~01f26e1777dddb6b0b,Masters
67007,~013e82a2b335fa7e70,Associates
67008,~019db93ff1fd4a00eb,Bachelors
67009,~018bd7436e9316d075,
67010,~01c08483c69c6493ab,Masters
67011,~01d81cb3e6d3abf116,Bachelors
67012,~01cc36c47d78776433,Bachelors
67013,~01e48cc8bf09fb37cf,Masters
67014,~0134f1daa166d5d7c9,
67015,~01c3d7329ada4139b1,Masters
67016,~016a070381d2d1cc58,Bachelors
67017,~0149f9275055dcc8ac,Masters
67018,~01f3a5ed7a31c533df,
67019,~01f342e63b1af811a6,Bachelors
67020,~0128bdeaf76e4183e2,other
67021,~01fe4e840da68d6276,Bachelors
67022,~0115328faad7c0ba07,
67023,~013e46527d9265e5d2,Bachelors
67024,~01290feae336d064c1,Bachelors
67025,~01072fc3b669a2da4b,Masters
67026,~014dec50e5f76ef3cd,Masters
67027,~01ce7fac405e1a4a03,Bachelors
67028,~0163a7e7d0ced479c3,Bachelors
67029,~01d932ee4a400a5878,Masters
67030,~012e10a7753b69b6fa,Bachelors
67031,~01de41157ee8e7eba3,PhD
67032,~0131806370cd663e2c,Bachelors
67033,~017eded107227faa97,Masters
67034,~01d8e9719abead0eb7,Bachelors
67035,~01a91fc56cf9e0f4d8,
67036,~01a3953b168faa2bc6,Masters
67037,~01e2c0275f984c8f64,Masters
67038,~0132739e1436fd3513,Bachelors
67039,~015e6ea865c1037383,Bachelors
67040,~014fe78f0ce5e925c2,
67041,~0119fe1b1b321b846b,
67042,~01ef5f6fe553ab5a97,Bachelors
67043,~0170309de64bdcfe85,Bachelors
67044,~0131aecc0bea559b47,
67045,~01634eedea2fbfa928,Bachelors
67046,~0132bf5760ef913aa4,Bachelors
67047,~01aca261fed2454b4c,Bachelors
67048,~0141a3304fb22c013b,Masters
67049,~01e76e07844d5a523a,
67050,~01e7733b06b2e6c947,
67051,~0126067a9523c1d47b,Bachelors
67052,~011e153b7b342e34de,Bachelors
67053,~01f97b788a2368a9c4,
67054,~01415ad833f1e90bdc,
67055,~011a0b9ce859af036b,Masters
67056,~013ee4bbd4bb06d3a8,Bachelors
67057,~014bbecef18667ea34,PhD
67058,~01b8036952ac64746d,Masters
67059,~01c0396f0fb40e1d37,Bachelors
67060,~0180f6f389441f3fb1,Bachelors
67061,~01f13e03480453df0b,Bachelors
67062,~010cbe851589c1ecbd,Bachelors
67063,~01a251ba54251613f3,Masters
67064,~01ec3a0502e3bd7126,
67065,~01dd2f03c83e156750,Masters
67066,~0147cca686c3b1c29d,Bachelors
67067,~01b71a5d316e2d50e8,Bachelors
67068,~0121ff1079f5306322,
67069,~0191f455960fa66c7e,
67070,~01b6a323275de71c75,Bachelors
67071,~010dfae81c684e5f80,
67072,~0119dcaf12af81820a,Bachelors
67073,~01164347a258d76fcc,Bachelors
67074,~01f41d33e5e1ade293,Bachelors
67075,~01344998b70ed80595,Bachelors
67076,~01d46a13a406b1c301,Masters
67077,~01e5ef87b94ec218ed,Masters
67078,~01195e9bf5168d935b,Bachelors
67079,~0167286a17a764c5ff,Masters
67080,~01691c87f9b10b256a,Bachelors
67081,~01f3c245bc33772570,Bachelors
67082,~0155c089752f8d2eb2,
67083,~016e61154768cda4d6,Masters
67084,~01cc925bbd55f92265,
67085,~01a16f8a94e310a689,Bachelors
67086,~012686a338c2bbc5d3,Masters
67087,~01f2dc70560901c277,Bachelors
67088,~01792844d20f13c23c,
67089,~01245ebdc6941a2e32,PhD
67090,~015ec886ac1f0abf26,Bachelors
67091,~011b6646e096815e5f,
67092,~0185538357c92cd26d,Masters
67093,~01267dc029d799785e,Masters
67094,~01b1b72f1377dcb0b1,Bachelors
67095,~01a9043dbfa6cb3283,Bachelors
